employee_id,department,level,tenure_years,salary,performance_tier,flight_risk_score,ai_displacement_score,skills,manager_id,employment_type,location
EMP18927,Human Resources,Analyst,11.0,55598,Meets,0.19,0.19,"Power BI, Compliance, Risk Assessment, Change Management",EMP1532,FTE,Vancouver
EMP18928,Sales & Distribution,Director,3.2,181562,Meets,0.22,0.5,"Power BI, Data Analysis, Machine Learning, SQL, Change Management",EMP1385,FTE,Remote
EMP18929,Finance & Risk,Analyst,19.7,72047,Exceeds,0.52,0.66,"Power BI, Agile",EMP9947,FTE,Toronto
EMP18930,Operations,Manager,0.0,100789,Top,0.18,0.71,"Strategic Planning, Compliance, Change Management, Risk Assessment, Machine Learning",EMP9896,FTE,Toronto
EMP18931,Strategy & Analytics,Senior Analyst,4.3,95012,Top,0.64,0.36,"Data Analysis, SQL, Compliance",EMP5853,FTE,Calgary
EMP18932,Sales & Distribution,Manager,6.4,104022,Low,0.09,0.49,"Excel Advanced, Project Management, Compliance",EMP5393,FTE,Toronto
EMP18933,Strategy & Analytics,Senior Analyst,0.4,96119,Meets,0.36,0.41,"Python, Financial Modelling, Stakeholder Communication",EMP3932,FTE,Remote
EMP18934,Operations,Analyst,5.6,67480,Exceeds,0.71,0.65,"Data Analysis, Change Management",EMP8303,FTE,Remote
EMP18935,Technology,Senior Analyst,1.0,87647,Exceeds,1.0,0.37,"Stakeholder Communication, Risk Assessment, Machine Learning, Power BI",EMP2490,FTE,Toronto
EMP18936,Finance & Risk,Senior Analyst,0.3,86346,Meets,0.13,0.46,"Cloud Computing, Agile",EMP8459,Contract,Remote
EMP18937,Technology,Senior Manager,0.2,163058,Top,0.44,0.4,"Excel Advanced, Stakeholder Communication, Agile, SQL",EMP1488,FTE,Montreal
EMP18938,Customer Experience,Manager,7.9,106531,Exceeds,0.37,0.49,"Excel Advanced, Power BI, Project Management, SQL",EMP8799,FTE,Toronto
EMP18939,Finance & Risk,Senior Analyst,3.8,93355,Meets,0.45,0.77,"Strategic Planning, SQL",EMP9528,FTE,Toronto
EMP18940,Finance & Risk,Senior Analyst,3.4,88399,Meets,0.25,0.39,"Agile, Cloud Computing, Change Management",EMP8025,FTE,Remote
EMP18941,Finance & Risk,Senior Manager,0.6,148338,Meets,0.28,0.8,"Change Management, Python, Stakeholder Communication, Process Automation, Natural Language Processing",EMP3215,FTE,Montreal
EMP18942,Finance & Risk,Analyst,1.4,57630,Meets,0.41,0.66,"Agile, Risk Assessment, Stakeholder Communication, Compliance",EMP6655,FTE,Montreal
EMP18943,Technology,Analyst,1.5,67310,Meets,0.51,0.11,"Change Management, Power BI, Agile, Financial Modelling",EMP7364,FTE,Toronto
EMP18944,Finance & Risk,VP,1.4,222124,Meets,0.47,0.38,"Agile, Excel Advanced, Python",EMP6803,FTE,Toronto
EMP18945,Operations,Senior Manager,5.6,168684,Exceeds,0.51,0.91,"Agile, Machine Learning",EMP8653,Contract,Remote
EMP18946,Operations,Analyst,1.4,69722,Low,0.33,0.75,"Power BI, Financial Modelling",EMP6730,FTE,Vancouver
EMP18947,Operations,Analyst,6.3,70865,Meets,0.07,0.59,"Python, Data Analysis, Agile",EMP6567,FTE,Toronto
EMP18948,Operations,Senior Analyst,0.4,81064,Meets,1.0,0.95,"SQL, Machine Learning, Project Management, Risk Assessment",EMP6616,FTE,Toronto
EMP18949,Finance & Risk,Analyst,1.5,68673,Meets,0.23,0.5,"Strategic Planning, Python, Agile, Excel Advanced",EMP5186,FTE,Vancouver
EMP18950,Technology,Manager,1.5,104792,Exceeds,0.15,0.26,"Strategic Planning, Compliance, Machine Learning",EMP6433,FTE,Montreal
EMP18951,Strategy & Analytics,Manager,5.4,133453,Low,0.1,0.34,"Change Management, Excel Advanced, Python, Cloud Computing",EMP7875,FTE,Montreal
EMP18952,Finance & Risk,Senior Analyst,1.6,98774,Meets,0.36,0.73,"Data Analysis, Financial Modelling, Python, Power BI",EMP1496,FTE,Montreal
EMP18953,Operations,Senior Manager,5.0,153130,Developing,0.26,0.58,"Data Analysis, Excel Advanced, Compliance, Strategic Planning",EMP5310,FTE,Vancouver
EMP18954,Finance & Risk,Senior Analyst,9.2,99957,Meets,0.06,0.49,"Process Automation, Compliance, Change Management",EMP8486,FTE,Montreal
EMP18955,Operations,Senior Analyst,3.0,84273,Meets,0.32,0.75,"Agile, Power BI, Compliance, Project Management",EMP1963,FTE,Toronto
EMP18956,Finance & Risk,Analyst,3.3,70317,Developing,0.1,0.66,"Data Analysis, Natural Language Processing, Compliance, Project Management",EMP5369,FTE,Toronto
EMP18957,Technology,Analyst,3.3,71357,Exceeds,0.06,0.43,"Financial Modelling, SQL, Natural Language Processing, Data Analysis",EMP5268,FTE,Vancouver
EMP18958,Finance & Risk,Senior Manager,9.0,142387,Meets,0.22,0.67,"Power BI, Agile",EMP1367,Contract,Remote
EMP18959,Technology,Analyst,13.8,72075,Meets,0.26,0.17,"Financial Modelling, Cloud Computing",EMP2718,FTE,Toronto
EMP18960,Compliance & Legal,Analyst,0.6,72767,Meets,0.78,0.67,"Financial Modelling, Natural Language Processing, Data Analysis, Python, SQL",EMP8048,FTE,Montreal
EMP18961,Technology,Manager,1.4,104168,Developing,0.78,0.41,"Strategic Planning, Stakeholder Communication, Project Management",EMP9764,FTE,Toronto
EMP18962,Operations,Senior Analyst,2.2,98577,Developing,0.35,0.69,"Compliance, Data Analysis",EMP2334,Contract,Vancouver
EMP18963,Human Resources,Manager,1.1,132738,Top,0.32,0.33,"Data Analysis, Agile",EMP6742,FTE,Toronto
EMP18964,Operations,Senior Analyst,10.1,91407,Exceeds,0.09,0.68,"Change Management, Power BI, Python, Agile, Machine Learning",EMP8164,FTE,Toronto
EMP18965,Operations,Analyst,3.2,68545,Meets,0.4,0.71,"Financial Modelling, Stakeholder Communication",EMP5624,FTE,Remote
EMP18966,Human Resources,Senior Manager,1.8,169908,Meets,0.28,0.45,"Change Management, Financial Modelling, Agile, Strategic Planning",EMP6083,FTE,Toronto
EMP18967,Operations,Senior Analyst,0.1,75483,Top,0.62,0.87,"Power BI, Data Analysis, SQL",EMP9740,Contract,Montreal
EMP18968,Technology,Analyst,12.8,74145,Meets,0.54,0.4,"Cloud Computing, Risk Assessment, Stakeholder Communication, Machine Learning, Power BI",EMP7821,Contract,Calgary
EMP18969,Human Resources,Senior Analyst,2.6,84735,Exceeds,0.41,0.44,"Agile, SQL, Financial Modelling, Power BI, Data Analysis",EMP3976,Contract,Remote
EMP18970,Finance & Risk,Director,2.4,180694,Exceeds,0.08,0.59,"SQL, Data Analysis",EMP8394,FTE,Calgary
EMP18971,Operations,Manager,0.2,104477,Meets,0.62,0.94,"Natural Language Processing, Data Analysis, Python, Strategic Planning, Machine Learning",EMP9084,FTE,Remote
EMP18972,Operations,Senior Manager,1.5,160288,Exceeds,0.79,0.54,"Compliance, Change Management, Financial Modelling, Excel Advanced",EMP4427,Contract,Calgary
EMP18973,Human Resources,Manager,10.6,131988,Developing,0.22,0.31,"Machine Learning, Cloud Computing, Risk Assessment",EMP7561,FTE,Calgary
EMP18974,Customer Experience,Senior Manager,2.6,160660,Meets,0.1,0.73,"Agile, Compliance",EMP6477,FTE,Toronto
EMP18975,Sales & Distribution,Analyst,7.1,56262,Developing,0.43,0.45,"Change Management, Strategic Planning, Compliance, Data Analysis",EMP6895,FTE,Remote
EMP18976,Human Resources,Senior Analyst,2.1,79423,Developing,0.18,0.46,"Strategic Planning, Cloud Computing, Change Management, Financial Modelling",EMP7312,FTE,Toronto
EMP18977,Human Resources,Senior Analyst,1.0,87293,Meets,0.35,0.23,"Data Analysis, Strategic Planning, Natural Language Processing, SQL",EMP4809,FTE,Calgary
EMP18978,Finance & Risk,Analyst,3.1,67704,Low,0.37,0.6,"Cloud Computing, SQL",EMP4836,Contract,Toronto
EMP18979,Operations,VP,7.0,226021,Exceeds,0.02,0.77,"Agile, Compliance, Change Management",EMP8994,FTE,Vancouver
EMP18980,Technology,Senior Analyst,2.1,81778,Developing,0.04,0.43,"Power BI, Excel Advanced, Process Automation",EMP6185,FTE,Remote
EMP18981,Operations,Senior Manager,3.4,162204,Developing,0.33,0.65,"Machine Learning, Compliance, Change Management",EMP3864,Contract,Vancouver
EMP18982,Operations,Analyst,1.5,58174,Meets,0.3,0.77,"Risk Assessment, Financial Modelling, Process Automation, Python, Compliance",EMP5213,FTE,Montreal
EMP18983,Finance & Risk,Director,1.1,174633,Developing,0.8,0.81,"Data Analysis, Compliance, Natural Language Processing, Stakeholder Communication",EMP6037,FTE,Toronto
EMP18984,Operations,Analyst,7.9,68116,Top,0.3,0.82,"Python, Machine Learning, Project Management",EMP1940,FTE,Vancouver
EMP18985,Finance & Risk,Analyst,2.5,61750,Meets,0.61,0.58,"SQL, Stakeholder Communication, Agile, Financial Modelling",EMP6293,FTE,Montreal
EMP18986,Operations,Analyst,0.8,61879,Meets,0.38,0.83,"Process Automation, SQL",EMP8334,FTE,Montreal
EMP18987,Customer Experience,Senior Analyst,12.3,81110,Meets,0.53,0.34,"Compliance, Cloud Computing, SQL, Machine Learning, Risk Assessment",EMP7421,FTE,Toronto
EMP18988,Finance & Risk,Analyst,0.1,66972,Low,0.42,0.63,"Cloud Computing, Compliance, Power BI",EMP2019,FTE,Remote
EMP18989,Human Resources,Senior Analyst,2.3,89588,Developing,0.27,0.32,"Stakeholder Communication, Compliance, Change Management, Financial Modelling, Power BI",EMP2985,FTE,Vancouver
EMP18990,Operations,Analyst,0.2,65160,Meets,0.41,0.7,"Compliance, Python, Data Analysis",EMP2496,FTE,Toronto
EMP18991,Compliance & Legal,Manager,2.1,102836,Meets,0.04,0.27,"Strategic Planning, Machine Learning, Change Management, Financial Modelling",EMP3877,FTE,Remote
EMP18992,Sales & Distribution,Analyst,1.0,55599,Exceeds,0.4,0.69,"Process Automation, Python, Project Management",EMP8456,FTE,Toronto
EMP18993,Operations,Manager,6.3,119138,Exceeds,0.03,0.8,"Python, Project Management, Excel Advanced, Risk Assessment, Change Management",EMP8737,FTE,Toronto
EMP18994,Finance & Risk,Analyst,2.6,60038,Exceeds,0.5,0.55,"Risk Assessment, SQL, Cloud Computing, Financial Modelling, Power BI",EMP7238,FTE,Montreal
EMP18995,Finance & Risk,Director,2.3,191797,Exceeds,0.48,0.54,"Agile, Strategic Planning, Change Management",EMP1637,FTE,Toronto
EMP18996,Compliance & Legal,Senior Analyst,7.4,99075,Meets,0.51,0.51,"Data Analysis, Strategic Planning",EMP2085,FTE,Toronto
EMP18997,Technology,Senior Analyst,5.4,89248,Meets,0.24,0.26,"Excel Advanced, Natural Language Processing, Stakeholder Communication",EMP2434,FTE,Montreal
EMP18998,Customer Experience,Manager,4.7,113864,Exceeds,0.65,0.73,"Machine Learning, Excel Advanced",EMP6020,FTE,Toronto
EMP18999,Sales & Distribution,Senior Analyst,2.1,89672,Meets,0.41,0.2,"Excel Advanced, Machine Learning, Process Automation, Financial Modelling",EMP6367,FTE,Remote
EMP19000,Sales & Distribution,Senior Analyst,0.3,96579,Meets,0.25,0.28,"Agile, Data Analysis, Process Automation, Project Management, Python",EMP6521,FTE,Remote
EMP19001,Technology,Senior Analyst,2.3,88360,Meets,0.37,0.31,"Power BI, Natural Language Processing, Change Management",EMP1971,FTE,Montreal
EMP19002,Operations,Senior Manager,4.2,169716,Meets,0.1,0.95,"Compliance, Stakeholder Communication, Change Management",EMP9498,FTE,Remote
EMP19003,Finance & Risk,Analyst,2.8,61399,Exceeds,0.35,0.7,"Process Automation, Python",EMP3633,FTE,Toronto
EMP19004,Technology,Senior Analyst,2.2,87190,Exceeds,0.73,0.34,"Machine Learning, Data Analysis, Risk Assessment",EMP6972,FTE,Vancouver
EMP19005,Finance & Risk,Senior Analyst,0.7,82211,Meets,0.36,0.61,"Cloud Computing, SQL",EMP1467,FTE,Toronto
EMP19006,Customer Experience,Analyst,3.7,61414,Exceeds,0.46,0.74,"Strategic Planning, Change Management, Excel Advanced",EMP5119,FTE,Montreal
EMP19007,Operations,Senior Analyst,7.8,83384,Exceeds,0.15,0.71,"SQL, Machine Learning, Project Management, Financial Modelling, Excel Advanced",EMP9492,FTE,Toronto
EMP19008,Operations,Analyst,4.5,70798,Meets,0.2,0.87,"Compliance, Project Management, Risk Assessment, Natural Language Processing, Machine Learning",EMP7989,FTE,Remote
EMP19009,Compliance & Legal,Senior Analyst,0.3,77829,Exceeds,0.56,0.42,"SQL, Financial Modelling, Python, Agile, Project Management",EMP9431,FTE,Vancouver
EMP19010,Technology,Senior Manager,2.6,141263,Meets,0.26,0.34,"Compliance, Change Management",EMP3946,FTE,Toronto
EMP19011,Strategy & Analytics,Senior Manager,3.5,148112,Exceeds,0.62,0.25,"Natural Language Processing, Machine Learning, Agile",EMP4140,FTE,Vancouver
EMP19012,Finance & Risk,Director,2.0,198637,Exceeds,0.77,0.54,"Financial Modelling, Data Analysis, Strategic Planning, Change Management",EMP5843,FTE,Toronto
EMP19013,Technology,Analyst,16.1,66558,Developing,0.35,0.33,"Compliance, Strategic Planning, Excel Advanced, Risk Assessment, Process Automation",EMP1198,FTE,Montreal
EMP19014,Finance & Risk,VP,12.8,250749,Exceeds,0.33,0.7,"Python, Project Management, Process Automation, Cloud Computing",EMP8504,FTE,Vancouver
EMP19015,Operations,Analyst,1.7,69253,Meets,0.35,0.57,"Financial Modelling, Power BI, SQL",EMP5208,FTE,Montreal
EMP19016,Finance & Risk,Analyst,0.8,67660,Exceeds,0.92,0.58,"Financial Modelling, SQL, Project Management, Natural Language Processing, Process Automation",EMP2034,FTE,Toronto
EMP19017,Finance & Risk,Analyst,1.4,61725,Top,0.9,0.85,"Process Automation, Financial Modelling, Strategic Planning",EMP1865,FTE,Toronto
EMP19018,Compliance & Legal,Senior Analyst,1.6,91336,Developing,0.72,0.57,"Risk Assessment, Machine Learning, Process Automation, Python",EMP6261,FTE,Calgary
EMP19019,Sales & Distribution,Manager,7.5,118443,Meets,0.11,0.68,"Excel Advanced, Natural Language Processing, SQL, Process Automation",EMP9394,FTE,Toronto
EMP19020,Customer Experience,Analyst,9.5,67054,Developing,0.46,0.65,"Data Analysis, Cloud Computing, Agile, Stakeholder Communication, SQL",EMP6315,FTE,Calgary
EMP19021,Sales & Distribution,VP,8.6,233755,Meets,0.38,0.58,"Machine Learning, Financial Modelling, Natural Language Processing, Excel Advanced, Power BI",EMP4470,FTE,Toronto
EMP19022,Sales & Distribution,Director,10.7,202656,Developing,0.05,0.56,"Financial Modelling, Power BI, Cloud Computing, Compliance",EMP5860,FTE,Montreal
EMP19023,Technology,Senior Manager,0.2,140072,Meets,0.61,0.58,"Risk Assessment, Process Automation",EMP6838,FTE,Montreal
EMP19024,Customer Experience,Analyst,3.5,60519,Meets,0.12,0.56,"Natural Language Processing, Change Management, Project Management, Stakeholder Communication, Risk Assessment",EMP9761,Contract,Calgary
EMP19025,Compliance & Legal,Senior Analyst,15.1,79763,Top,0.26,0.41,"Cloud Computing, Change Management, Financial Modelling, Agile",EMP9366,FTE,Calgary
EMP19026,Operations,Analyst,2.4,61201,Top,0.7,0.58,"Python, Cloud Computing, Data Analysis",EMP5942,FTE,Calgary
EMP19027,Operations,Analyst,1.1,73444,Meets,0.72,0.53,"Process Automation, Natural Language Processing, Python, Project Management",EMP6869,FTE,Remote
EMP19028,Human Resources,Senior Analyst,0.3,86511,Low,0.89,0.28,"Change Management, Agile",EMP5244,FTE,Montreal
EMP19029,Human Resources,Analyst,9.8,71117,Exceeds,0.46,0.23,"Natural Language Processing, Data Analysis, Excel Advanced",EMP8267,FTE,Toronto
EMP19030,Operations,Senior Analyst,23.4,87270,Meets,0.12,0.46,"Data Analysis, Stakeholder Communication",EMP9384,FTE,Remote
EMP19031,Finance & Risk,Director,1.6,180037,Meets,0.58,0.7,"Stakeholder Communication, SQL, Power BI, Risk Assessment",EMP9400,FTE,Remote
EMP19032,Finance & Risk,Senior Analyst,1.3,87745,Meets,0.7,0.66,"Strategic Planning, Cloud Computing",EMP2717,FTE,Vancouver
EMP19033,Operations,Analyst,15.3,63106,Meets,0.47,0.95,"Financial Modelling, Project Management, Python, Risk Assessment, Cloud Computing",EMP3001,Contract,Remote
EMP19034,Strategy & Analytics,Manager,1.9,129115,Meets,0.83,0.24,"Compliance, Project Management, Excel Advanced",EMP8220,FTE,Remote
EMP19035,Finance & Risk,Analyst,0.2,72767,Exceeds,0.14,0.7,"Financial Modelling, Python",EMP1902,FTE,Vancouver
EMP19036,Operations,VP,10.7,261044,Meets,0.08,0.79,"Process Automation, Stakeholder Communication",EMP3669,FTE,Montreal
EMP19037,Technology,Analyst,6.3,73569,Developing,0.27,0.21,"Compliance, Financial Modelling, Machine Learning, Agile",EMP3119,Contract,Vancouver
EMP19038,Customer Experience,Manager,2.6,124839,Meets,0.56,0.53,"Project Management, Change Management, Natural Language Processing, SQL",EMP8956,Contract,Calgary
EMP19039,Operations,Manager,1.4,108940,Meets,0.92,0.76,"Python, Financial Modelling, Strategic Planning, Risk Assessment, Stakeholder Communication",EMP1610,FTE,Vancouver
EMP19040,Operations,VP,3.1,262128,Meets,0.3,0.6,"Python, Power BI, Agile",EMP2174,FTE,Remote
EMP19041,Finance & Risk,Senior Analyst,0.0,98294,Meets,0.06,0.63,"Compliance, Strategic Planning, Project Management, Excel Advanced, SQL",EMP4543,FTE,Vancouver
EMP19042,Technology,Analyst,9.6,68892,Exceeds,0.67,0.22,"Financial Modelling, Machine Learning, Agile, Process Automation, Python",EMP8242,FTE,Remote
EMP19043,Finance & Risk,Manager,1.2,124932,Developing,0.66,0.75,"Data Analysis, Compliance, Stakeholder Communication, Excel Advanced, Risk Assessment",EMP8356,Contract,Toronto
EMP19044,Operations,Director,2.3,188484,Meets,0.48,0.8,"Cloud Computing, Project Management, SQL, Machine Learning",EMP1878,FTE,Calgary
EMP19045,Operations,Manager,2.2,122309,Meets,0.47,0.63,"Python, Excel Advanced, Risk Assessment, Financial Modelling, Cloud Computing",EMP9427,FTE,Calgary
EMP19046,Operations,Senior Analyst,0.6,96384,Exceeds,0.1,0.67,"Financial Modelling, Strategic Planning, Python",EMP3222,FTE,Remote
EMP19047,Technology,Director,2.6,219492,Low,0.18,0.38,"Python, Risk Assessment, Project Management, Cloud Computing, Agile",EMP9534,FTE,Toronto
EMP19048,Customer Experience,Director,1.1,189972,Developing,0.32,0.56,"Process Automation, Excel Advanced, Machine Learning",EMP7417,FTE,Toronto
EMP19049,Compliance & Legal,Manager,0.3,117214,Meets,0.95,0.48,"Strategic Planning, Risk Assessment, Compliance, Agile, Process Automation",EMP1238,FTE,Toronto
EMP19050,Strategy & Analytics,Senior Manager,4.5,136152,Meets,0.32,0.36,"Change Management, Excel Advanced, Risk Assessment, Project Management, Data Analysis",EMP7541,FTE,Remote
EMP19051,Strategy & Analytics,Analyst,9.6,66473,Meets,0.05,0.43,"Python, Data Analysis, Power BI, Excel Advanced",EMP8111,FTE,Toronto
EMP19052,Technology,Manager,1.3,120420,Exceeds,0.7,0.42,"Python, Financial Modelling, Strategic Planning, Machine Learning",EMP5035,FTE,Vancouver
EMP19053,Customer Experience,Senior Analyst,0.9,95970,Developing,0.22,0.5,"Stakeholder Communication, Power BI, Python, Financial Modelling",EMP9104,Contract,Vancouver
EMP19054,Operations,Senior Analyst,2.0,80987,Meets,0.49,0.82,"Agile, Machine Learning, Compliance, Python",EMP7363,FTE,Toronto
EMP19055,Customer Experience,Director,0.9,178003,Meets,0.15,0.54,"Excel Advanced, Stakeholder Communication",EMP5198,FTE,Calgary
EMP19056,Strategy & Analytics,Analyst,0.9,58465,Low,0.36,0.43,"Excel Advanced, Project Management, Change Management, Power BI",EMP9130,FTE,Vancouver
EMP19057,Operations,Analyst,0.6,63973,Top,0.77,0.54,"Change Management, Agile, Project Management",EMP3864,FTE,Calgary
EMP19058,Operations,Director,2.3,203680,Exceeds,0.6,0.84,"Agile, Project Management, Python, Strategic Planning, Excel Advanced",EMP3137,Contract,Vancouver
EMP19059,Operations,Senior Analyst,3.2,86306,Meets,0.04,0.63,"Data Analysis, Power BI, Process Automation, Change Management, Python",EMP8787,FTE,Vancouver
EMP19060,Finance & Risk,Analyst,0.1,60509,Developing,0.48,0.7,"Risk Assessment, Project Management, Machine Learning",EMP9364,FTE,Vancouver
EMP19061,Finance & Risk,Manager,1.8,108795,Meets,0.36,0.83,"SQL, Project Management",EMP1084,Contract,Vancouver
EMP19062,Operations,Senior Analyst,11.3,88542,Low,0.08,0.65,"Strategic Planning, Stakeholder Communication, Machine Learning, Power BI, Excel Advanced",EMP2011,FTE,Toronto
EMP19063,Operations,Director,6.2,207164,Meets,0.26,0.75,"SQL, Project Management, Compliance, Power BI",EMP8216,FTE,Remote
EMP19064,Strategy & Analytics,Senior Analyst,9.2,94434,Developing,0.22,0.05,"Natural Language Processing, Machine Learning, Project Management, Change Management",EMP7544,FTE,Vancouver
EMP19065,Compliance & Legal,Analyst,2.4,57237,Exceeds,0.44,0.48,"Stakeholder Communication, Cloud Computing, Natural Language Processing, Data Analysis",EMP7599,FTE,Toronto
EMP19066,Finance & Risk,Senior Analyst,4.0,89071,Meets,0.48,0.64,"Stakeholder Communication, Natural Language Processing, Power BI",EMP7849,Contract,Calgary
EMP19067,Sales & Distribution,VP,4.4,248346,Meets,0.2,0.51,"Financial Modelling, Change Management, Stakeholder Communication",EMP5538,Contract,Calgary
EMP19068,Strategy & Analytics,Senior Analyst,0.6,78107,Meets,1.0,0.53,"Agile, Process Automation",EMP6829,FTE,Vancouver
EMP19069,Technology,Analyst,3.2,64611,Exceeds,0.27,0.35,"SQL, Financial Modelling",EMP9019,FTE,Toronto
EMP19070,Sales & Distribution,Senior Analyst,9.6,85484,Developing,0.44,0.42,"Machine Learning, Process Automation, Excel Advanced, SQL, Agile",EMP8339,FTE,Toronto
EMP19071,Compliance & Legal,Senior Manager,6.6,149491,Meets,0.56,0.53,"Strategic Planning, Power BI, Excel Advanced, Project Management, SQL",EMP1400,FTE,Vancouver
EMP19072,Technology,Analyst,7.5,74472,Meets,0.36,0.28,"Process Automation, Power BI, Agile",EMP5330,FTE,Montreal
EMP19073,Customer Experience,Manager,1.1,102650,Exceeds,0.44,0.52,"Natural Language Processing, Compliance",EMP9327,FTE,Montreal
EMP19074,Compliance & Legal,Manager,0.9,123014,Developing,0.31,0.26,"SQL, Project Management",EMP4072,FTE,Toronto
EMP19075,Strategy & Analytics,Analyst,1.5,58632,Exceeds,0.77,0.38,"Strategic Planning, Cloud Computing, Financial Modelling",EMP8998,FTE,Calgary
EMP19076,Finance & Risk,Analyst,6.2,61431,Meets,0.13,0.42,"Financial Modelling, Excel Advanced",EMP8815,FTE,Toronto
EMP19077,Compliance & Legal,Senior Analyst,3.1,95290,Exceeds,0.41,0.61,"Cloud Computing, Change Management, Machine Learning",EMP1032,Contract,Remote
EMP19078,Finance & Risk,Analyst,1.1,69588,Meets,0.4,0.66,"Change Management, Financial Modelling, Python, Agile, Excel Advanced",EMP9655,FTE,Vancouver
EMP19079,Finance & Risk,Analyst,9.3,56636,Exceeds,0.79,0.56,"Financial Modelling, Process Automation",EMP5437,FTE,Calgary
EMP19080,Technology,Analyst,0.2,55575,Exceeds,0.38,0.26,"Change Management, Data Analysis, Power BI, Risk Assessment, Financial Modelling",EMP1562,FTE,Toronto
EMP19081,Finance & Risk,Senior Analyst,2.0,91192,Exceeds,0.52,0.69,"Agile, Data Analysis",EMP5057,FTE,Remote
EMP19082,Operations,Manager,0.6,120114,Meets,0.72,0.83,"Python, Data Analysis, Risk Assessment",EMP2951,FTE,Remote
EMP19083,Compliance & Legal,Manager,4.0,127031,Meets,0.16,0.47,"Agile, Risk Assessment, Python",EMP1238,FTE,Remote
EMP19084,Operations,Senior Manager,1.8,137330,Meets,0.37,0.84,"Stakeholder Communication, Change Management, Power BI, Risk Assessment, SQL",EMP3436,FTE,Montreal
EMP19085,Human Resources,Analyst,0.1,69487,Meets,0.25,0.25,"Excel Advanced, Strategic Planning, Machine Learning, Compliance",EMP4196,FTE,Toronto
EMP19086,Strategy & Analytics,Senior Analyst,10.9,87379,Exceeds,0.35,0.18,"Financial Modelling, Process Automation, Cloud Computing, Change Management, Risk Assessment",EMP9738,FTE,Remote
EMP19087,Customer Experience,Director,5.7,194829,Meets,0.09,0.62,"Project Management, Machine Learning, Cloud Computing, Change Management",EMP5181,Contract,Montreal
EMP19088,Operations,Manager,1.6,107207,Meets,0.46,0.7,"Risk Assessment, Python, Change Management",EMP5008,Contract,Calgary
EMP19089,Operations,Senior Manager,11.3,162549,Meets,0.27,0.64,"Strategic Planning, Excel Advanced, Process Automation",EMP5126,FTE,Toronto
EMP19090,Customer Experience,Senior Manager,1.7,150584,Exceeds,0.22,0.5,"Change Management, Machine Learning, Process Automation, Financial Modelling",EMP9365,FTE,Remote
EMP19091,Strategy & Analytics,Senior Manager,5.6,162965,Meets,0.18,0.19,"Strategic Planning, Data Analysis",EMP3549,FTE,Toronto
EMP19092,Customer Experience,Analyst,8.1,63224,Developing,0.1,0.81,"Python, Cloud Computing, Power BI, SQL",EMP5399,FTE,Vancouver
EMP19093,Sales & Distribution,Analyst,1.9,63024,Developing,0.15,0.6,"Natural Language Processing, Data Analysis",EMP6901,FTE,Remote
EMP19094,Finance & Risk,Senior Analyst,2.5,82651,Meets,0.12,0.59,"Strategic Planning, Cloud Computing, Python",EMP5584,Contract,Montreal
EMP19095,Operations,Manager,1.6,120511,Meets,0.52,0.88,"Stakeholder Communication, Data Analysis, Machine Learning",EMP3629,Contract,Remote
EMP19096,Operations,Manager,0.7,127816,Developing,0.46,0.95,"Stakeholder Communication, Natural Language Processing, Excel Advanced, Financial Modelling, Risk Assessment",EMP5036,FTE,Toronto
EMP19097,Operations,Senior Manager,0.3,161531,Exceeds,0.29,0.63,"Change Management, Excel Advanced, Python, Strategic Planning, Natural Language Processing",EMP4874,FTE,Vancouver
EMP19098,Customer Experience,Senior Manager,4.9,161005,Meets,0.49,0.44,"Financial Modelling, Process Automation, Excel Advanced, Risk Assessment",EMP4699,FTE,Vancouver
EMP19099,Operations,Senior Analyst,0.7,95304,Top,0.35,0.77,"Python, Change Management, Power BI, SQL",EMP4334,FTE,Remote
EMP19100,Operations,VP,8.1,248123,Developing,0.21,0.55,"Natural Language Processing, Strategic Planning, Cloud Computing, Financial Modelling",EMP5063,Contract,Remote
EMP19101,Customer Experience,Senior Analyst,4.6,78332,Developing,0.19,0.63,"Machine Learning, Compliance, Cloud Computing, Risk Assessment",EMP6305,FTE,Montreal
EMP19102,Finance & Risk,Analyst,0.9,73945,Exceeds,1.0,0.63,"Compliance, Risk Assessment, Natural Language Processing, Strategic Planning, Python",EMP3412,FTE,Calgary
EMP19103,Finance & Risk,Manager,3.6,127058,Exceeds,0.13,0.5,"Stakeholder Communication, SQL, Strategic Planning, Risk Assessment",EMP3990,FTE,Montreal
EMP19104,Operations,Senior Manager,6.9,140749,Meets,0.15,0.73,"Project Management, Stakeholder Communication, Risk Assessment, Strategic Planning",EMP8844,FTE,Montreal
EMP19105,Operations,Analyst,3.4,74446,Meets,0.38,0.73,"Strategic Planning, Power BI",EMP1299,FTE,Vancouver
EMP19106,Technology,Senior Analyst,0.5,94505,Exceeds,0.36,0.12,"Cloud Computing, Machine Learning, Project Management, Natural Language Processing, Power BI",EMP8094,FTE,Toronto
EMP19107,Finance & Risk,Senior Analyst,2.9,97706,Exceeds,0.57,0.27,"Python, Process Automation, Risk Assessment",EMP6022,FTE,Vancouver
EMP19108,Finance & Risk,Analyst,1.8,65264,Top,1.0,0.79,"Process Automation, Agile, Risk Assessment, Strategic Planning, Natural Language Processing",EMP4779,FTE,Vancouver
